YEAR,Customer_num ,Establishment_Date,Number_of_Emp,Profit,Sector,Region,Total Risk ,Total Limit,Sales
2016,RATI6540BWZ,40322,7,69737,RETAIL-WHOLESALE,Marmara Region,293694,730448,0
2013,RATI7433MDX,38773,16,27892,MANUFACTURING,,61384,450175,0
2017,RATI2888KYZ,34612,11,35708,MANUFACTURING,Mediterranean Region,1817589,6262766,1
2013,RATI7861WUZ,40317,2,155251,OTHERS,Marmara Region,2789750,12877343,0
2016,RATI2169LYT,39324,15,1023284,RETAIL-WHOLESALE,Central Anatolia Region,145011,775416,0
2011,RATI8025EOO,33577,15,-33723,OTHERS,Aegean Region,491686,825857,0
2012,RATI4986SXN,33998,3,77687,RETAIL-WHOLESALE,Black Sea Region,189424,1241143,0
2012,RATI2358QWU,38805,10,289432,RETAIL-WHOLESALE,,385097,696396,0
2015,RATI9870ZXH,40590,5,5684,RETAIL-WHOLESALE,Marmara Region,115388,720517,0
2014,RATI8546DTD,39943,5,814734,OTHERS,Marmara Region,752867,1511869,0
2011,RATI3232SNO,39313,7,-56628,RETAIL-WHOLESALE,Marmara Region,392975,424862,0
2013,RATI1615AKI,40309,3,59343,MANUFACTURING,Marmara Region,548226,1488553,0
2014,RATI2329GSZ,39701,4,56447,RETAIL-WHOLESALE,Central Anatolia Region,29666,72447,0
2013,RATI1581BPW,39538,2,103015,OTHERS,Central Anatolia Region,86386,215120,0
2013,RATI1712SIH,39473,6,44880,RETAIL-WHOLESALE,Central Anatolia Region,191984,293418,0
2017,RATI7976AOJ,35444,1,,RETAIL-WHOLESALE,Central Anatolia Region,76952,807241,3
2011,RATI4611XTU,39259,11,7564,OTHERS,Marmara Region,393376,579014,0
2012,RATI7080YOR,35096,8,,RETAIL-WHOLESALE,Marmara Region,14929,130219,3
2014,RATI8551NKF,39453,3,27676,RETAIL-WHOLESALE,Black Sea Region,286640,995227,0
2017,RATI4356LTS,38385,982,66049,OTHERS,Southeastern Anatolia Region,10809814,18706032,1
2014,RATI1254DSQ,37238,3,,RETAIL-WHOLESALE,Marmara Region,837132,3464763,3
2014,RATI8893RIE,38236,5,,OTHERS,,524203,948421,3
2010,RATI4571PFR,38585,,81642,RETAIL-WHOLESALE,Marmara Region,342561,474441,0
2011,RATI6386XCH,39633,3,17156,RETAIL-WHOLESALE,Black Sea Region,722218,1666263,0
2017,RATI4006ROD,38456,91,,OTHERS,,361412,1329066,3
2012,RATI7861WUZ,40316,2,85630,OTHERS,Marmara Region,1609489,7863372,0
2017,RATI2607PKW,39293,2,20801,RETAIL-WHOLESALE,,183422,1971290,0
2016,RATI2768JVO,40098,3,20929,RETAIL-WHOLESALE,Aegean Region,926494,1934126,0
2015,RATI9963OLB,39077,5,89070,RETAIL-WHOLESALE,Southeastern Anatolia Region,722546,3830920,1
2014,RATI6510VIO,35066,7,127212,RETAIL-WHOLESALE,Marmara Region,785660,2840347,1
2013,RATI2544UEF,35942,7,,SERVICES,Marmara Region,103375,331984,3
2016,RATI8508IEM,33886,6,,OTHERS,Marmara Region,43579,203478,3
2014,RATI9226VRX,28766,89,1389019,RETAIL-WHOLESALE,Marmara Region,860200,1773184,1
2017,RATI8254UMG,41091,7,,RETAIL-WHOLESALE,Marmara Region,171986,524615,3
2011,RATI5766GYV,38997,8,21504,MANUFACTURING,Aegean Region,408547,1864030,0
2011,RATI6736FWD,32474,14,,RETAIL-WHOLESALE,Black Sea Region,1770662,2251115,3
2016,RATI2559HHT,39691,1,88700,RETAIL-WHOLESALE,Eastern Anatolia Region,1087926,2226493,1
2017,RATI7304AQY,39516,2,45933,MANUFACTURING,Marmara Region,53476,722616,0
2017,RATI4525KCJ,39544,4,112679,MANUFACTURING,Aegean Region,629178,2704560,1
2016,RATI5323BOM,32893,14,,MANUFACTURING,Central Anatolia Region,97914,201667,3
2016,RATI5073BWD,41433,1,2419,OTHERS,Marmara Region,309141,3233873,0
2014,RATI1195STS,37404,29,,RETAIL-WHOLESALE,Mediterranean Region,19646,769305,3
2017,RATI6492EZE,39560,3,,OTHERS,Marmara Region,25098,206493,3
2013,RATI1198UVI,40508,1,-25698,RETAIL-WHOLESALE,Marmara Region,304686,1562172,0
2017,RATI9597HEM,40329,16,19788,MANUFACTURING,Marmara Region,1036712,4877522,0
2016,RATI1930VVL,39118,28,378259,MANUFACTURING,Marmara Region,1027039,5630984,1
2010,RATI5639OBB,37263,9,,RETAIL-WHOLESALE,Marmara Region,500506,4185008,3
2012,RATI6703AET,39446,1,,SERVICES,Marmara Region,2420990,2494733,3
2012,RATI5769TCZ,36569,9,9737,RETAIL-WHOLESALE,Black Sea Region,450882,924971,0
2016,RATI4313KJX,37173,5,,RETAIL-WHOLESALE,Marmara Region,39569,834701,3
2012,RATI3080MBY,39237,2,52765,RETAIL-WHOLESALE,Eastern Anatolia Region,487856,1093985,0
2017,RATI2385GWM,41270,5,,RETAIL-WHOLESALE,,36812,1141623,3
2011,RATI1683JIE,37073,23,30963,MANUFACTURING,Marmara Region,571291,1394659,0
2015,RATI2769MMN,34978,18,85986,SERVICES,Marmara Region,51738,450182,0
2014,RATI3413IXC,34335,9,155626,RETAIL-WHOLESALE,Central Anatolia Region,1495702,2347664,0
2015,RATI5491BND,38547,15,188355,RETAIL-WHOLESALE,Aegean Region,1074607,3263051,0
2010,RATI6498TIB,36597,,,RETAIL-WHOLESALE,Central Anatolia Region,197039,556955,3
2014,RATI9638HQE,36161,5,37111,OTHERS,Central Anatolia Region,1083348,3326951,0
2015,RATI9716RNV,35822,9,268128,MANUFACTURING,Marmara Region,374681,983210,0
2011,RATI7352NEU,32536,21,138069,SERVICES,,1140593,3533124,0
2012,RATI8285BIF,38459,1,19208,RETAIL-WHOLESALE,Central Anatolia Region,236397,451079,0
2015,RATI8533WOL,41042,5,165782,RETAIL-WHOLESALE,Marmara Region,1793925,2864185,1
2017,RATI5325UYY,32589,6,34373,MANUFACTURING,,191841,520934,0
2017,RATI6252VGQ,41927,3,,RETAIL-WHOLESALE,Marmara Region,138684,500536,3
2014,RATI9812OTQ,35796,6,486807,OTHERS,Aegean Region,101658,440924,0
2017,RATI9088UZY,40419,4,8913,MANUFACTURING,Southeastern Anatolia Region,224226,292077,0
2014,RATI1331NZD,38451,247,164489,OTHERS,Aegean Region,1407813,4836588,0
2017,RATI9580VPJ,35471,1,69974,RETAIL-WHOLESALE,Aegean Region,169790,1192941,1
2014,RATI2750RWV,39495,23,-123488,OTHERS,Aegean Region,41853,195906,0
2013,RATI2834WBL,39524,5,45462,RETAIL-WHOLESALE,Marmara Region,84827,124992,0
2010,RATI7529QCF,35458,5,,RETAIL-WHOLESALE,,43665,735065,3
2017,RATI1665HFW,34608,16,35808,RETAIL-WHOLESALE,Southeastern Anatolia Region,340443,2695070,0
2017,RATI9089YSX,40063,6,122004,RETAIL-WHOLESALE,Central Anatolia Region,1186322,3762130,0
2015,RATI9342VPV,34394,14,,MANUFACTURING,Southeastern Anatolia Region,76576,375847,3
2010,RATI1254DSQ,37248,,-105912,RETAIL-WHOLESALE,Marmara Region,399004,3137171,0
2012,RATI2914OVI,35799,17,10463,RETAIL-WHOLESALE,Central Anatolia Region,219050,788505,0
2016,RATI9212BKZ,35778,97,-134458,OTHERS,Central Anatolia Region,6155,1077363,1
2016,RATI3729FNF,35674,2,25073,OTHERS,Southeastern Anatolia Region,689693,733938,0
2016,RATI7774ZDR,38875,26,60817,MANUFACTURING,Mediterranean Region,209084,621825,0
2015,RATI7932KGK,20032,15,388738,MANUFACTURING,Marmara Region,2830345,4019194,1
2016,RATI5483PFT,37771,2,576666,RETAIL-WHOLESALE,Marmara Region,47964,234149,0
2012,RATI1143ZES,36962,26,,RETAIL-WHOLESALE,Marmara Region,16872,2017116,3
2014,RATI8552WQU,35811,8,,RETAIL-WHOLESALE,Central Anatolia Region,6201697,15245941,3
2012,RATI1271RQU,38483,5,42677,RETAIL-WHOLESALE,Aegean Region,1458348,2527923,0
2012,RATI8089HPZ,38563,5,,RETAIL-WHOLESALE,Southeastern Anatolia Region,2314678,3768659,3
2016,RATI2406CEF,34821,22,2065059,SERVICES,Marmara Region,695909,1055967,1
2013,RATI1660GVR,39236,8,,MANUFACTURING,Black Sea Region,32462,6617070,3
2010,RATI1676VYK,38916,,164290,OTHERS,Mediterranean Region,34320,502285,0
2017,RATI6308XDN,35281,6,205323,MANUFACTURING,Marmara Region,62849,785479,0
2014,RATI6548SOA,40141,29,174954,MANUFACTURING,Aegean Region,2225281,6881504,1
2011,RATI9099OVE,36030,7,,RETAIL-WHOLESALE,Marmara Region,323341,889016,3
2015,RATI1907LTS,34171,7,,MANUFACTURING,Marmara Region,176256,2882514,3
2012,RATI1409JPV,35461,10,301396,SERVICES,Aegean Region,3242567,4904163,0
2010,RATI1040HVG,39412,,70091,OTHERS,Black Sea Region,206768,251702,0
2014,RATI2992JHW,37959,2,14657,OTHERS,Aegean Region,973885,2417332,0
2013,RATI8127JCH,37835,25,43363,RETAIL-WHOLESALE,Marmara Region,34769,226274,0
2011,RATI6095FRJ,32090,5,,MANUFACTURING,Central Anatolia Region,89613,139818,3
2013,RATI7872FMZ,38013,13,,RETAIL-WHOLESALE,Aegean Region,10249710,30149940,3
2012,RATI7656JND,40044,5,76881,RETAIL-WHOLESALE,Marmara Region,1327753,1987285,0
2016,RATI2950IFP,41079,26,470513,OTHERS,Central Anatolia Region,110311,610770,0
2012,RATI7366FDW,38016,14,23357,RETAIL-WHOLESALE,Marmara Region,777592,2131569,0
2010,RATI9447MRZ,39369,8,33354,OTHERS,Marmara Region,,,0
2012,RATI2673VOZ,39324,47,581526,OTHERS,Marmara Region,16124,925441,0
2015,RATI6622RRG,35093,8,,RETAIL-WHOLESALE,Mediterranean Region,1035095,1498025,3
2016,RATI9285DFF,40236,17,,SERVICES,Central Anatolia Region,148202,2679733,3
2015,RATI3970ECN,39861,114,-335682,MANUFACTURING,Marmara Region,2313722,6149596,1
2014,RATI6725QIX,38881,40,-89153,SERVICES,Marmara Region,191810,335537,0
2017,RATI9062KHQ,39924,8,,SERVICES,Aegean Region,701810,5504795,3
2016,RATI1452JMK,34350,3,-81542,RETAIL-WHOLESALE,Marmara Region,55987,555807,0
2013,RATI4861MRI,37159,9,,RETAIL-WHOLESALE,Marmara Region,1070939,3984734,3
2012,RATI2714TKA,39891,13,40227,RETAIL-WHOLESALE,Mediterranean Region,3075615,5346917,0
2017,RATI9442SHE,37900,2,56191,RETAIL-WHOLESALE,Southeastern Anatolia Region,1116717,1905405,0
2011,RATI4559KVF,39051,19,382209,MANUFACTURING,Southeastern Anatolia Region,4682493,6850958,1
2012,RATI6337WDA,35515,8,12779,RETAIL-WHOLESALE,,244917,872653,0
2013,RATI2823ODB,39887,10,,OTHERS,,,,3
2011,RATI4138ECV,37525,6,34454,MANUFACTURING,Marmara Region,26277,275868,0
2015,RATI7848YYC,39066,2,,RETAIL-WHOLESALE,Central Anatolia Region,101419,690568,3
2013,RATI9865EFR,36061,2,,RETAIL-WHOLESALE,Central Anatolia Region,274942,2081376,3
2016,RATI5415VYI,38735,4,26968,RETAIL-WHOLESALE,Aegean Region,183251,884023,0
2015,RATI1524NBM,37625,8,,MANUFACTURING,Marmara Region,110764,1410423,3
2017,RATI7605IKQ,34308,24,134156,RETAIL-WHOLESALE,Aegean Region,5847322,21034867,1
2014,RATI6983SCF,40669,8,-15641,MANUFACTURING,Marmara Region,257135,422203,0
2017,RATI5767YDP,38471,1,18449,RETAIL-WHOLESALE,Marmara Region,727177,922327,0
2016,RATI8639XXJ,40182,6,104696,RETAIL-WHOLESALE,Marmara Region,5109011,12658690,1
2011,RATI4173ALB,39300,3,,RETAIL-WHOLESALE,Marmara Region,29466,36460,3
2011,RATI2263ZZG,38842,2,,RETAIL-WHOLESALE,Central Anatolia Region,162394,530126,3
2014,RATI3450HQX,35252,10,21698,RETAIL-WHOLESALE,Marmara Region,522632,1310612,0
2010,RATI4878SGB,26050,,,RETAIL-WHOLESALE,Central Anatolia Region,54589,69055358,3
2017,RATI6256MNE,40735,2,,SERVICES,Central Anatolia Region,86131,206290,3
2013,RATI4150TOE,37751,26,-2282202,MANUFACTURING,,,,0
2010,RATI9638DHK,35692,,,RETAIL-WHOLESALE,Marmara Region,182555,1453924,3
2014,RATI7464NFX,35771,10,37895,MANUFACTURING,Marmara Region,693514,2924841,0
2015,RATI4596AHS,33628,26,26418,MANUFACTURING,Marmara Region,2204516,5255613,0
2015,RATI5356HND,39970,17,,MANUFACTURING,Black Sea Region,312334,1027513,3
2011,RATI9349SMI,33626,7,,SERVICES,Aegean Region,61322,242624,3
2012,RATI6246SGB,39060,6,28680,MANUFACTURING,Marmara Region,147970,228399,0
2016,RATI5776VTY,36857,10,41557,RETAIL-WHOLESALE,Marmara Region,1992279,5892765,0
2012,RATI8621RYI,33907,14,,RETAIL-WHOLESALE,Marmara Region,1110238,3934292,3
2010,RATI1930VVL,39126,,,MANUFACTURING,Marmara Region,39008,404782,3
2014,RATI5154BLS,35793,12,19790,RETAIL-WHOLESALE,Marmara Region,1206874,4137348,0
2012,RATI3051ICU,35085,3,20655,OTHERS,Marmara Region,541644,2529276,0
2017,RATI7734ATK,33270,4,48566,RETAIL-WHOLESALE,Central Anatolia Region,434111,934666,0
2014,RATI1581ZDA,38226,50,105560,SERVICES,Aegean Region,329314,816304,0
2016,RATI9039OQP,41412,27,661873,OTHERS,Central Anatolia Region,142561,499248,0
2011,RATI9936SBQ,35495,83,108547,RETAIL-WHOLESALE,Marmara Region,1218289,4245408,1
2017,RATI2291UTK,39605,5,13391,MANUFACTURING,Aegean Region,185564,1791444,0
2013,RATI6661WQZ,39835,2,34701,RETAIL-WHOLESALE,Mediterranean Region,120890,1064191,0
2016,RATI3812UGH,35074,12,-78610,MANUFACTURING,Marmara Region,157708,627272,0
2011,RATI1591FWU,39371,15,,SERVICES,,1735871,2688947,3
2013,RATI5780EUY,35282,17,23286,MANUFACTURING,,614995,1599109,0
2016,RATI1256HDD,33620,8,76266,MANUFACTURING,Marmara Region,4055389,8039239,0
2016,RATI8457KBK,40029,3,,RETAIL-WHOLESALE,Marmara Region,106725,2595109,3
2016,RATI9368WPB,41751,4,36607,MANUFACTURING,Marmara Region,6836364,17683649,0
2010,RATI3622DSU,39243,,,RETAIL-WHOLESALE,Aegean Region,3802,53591,3
2011,RATI6137XOJ,34364,10,106139,RETAIL-WHOLESALE,Marmara Region,525558,2045491,0
2014,RATI4904TAW,39012,3,44563,OTHERS,Marmara Region,713864,1200288,0
2014,RATI2374FPM,35094,5,-3731,MANUFACTURING,Marmara Region,62385,229998,0
2013,RATI9887EHM,40555,5,788189,RETAIL-WHOLESALE,Central Anatolia Region,350284,1285041,1
2015,RATI5139SJI,35130,2,-56216,RETAIL-WHOLESALE,Aegean Region,115537,818388,0
2015,RATI6658LCB,37975,8,70348,RETAIL-WHOLESALE,Aegean Region,959276,1756088,0
2015,RATI7221NHF,41410,2,9763,RETAIL-WHOLESALE,,332128,441142,0
2016,RATI6018OET,34343,1,17939,RETAIL-WHOLESALE,Central Anatolia Region,878826,2171261,0
2016,RATI1028BWA,41521,4,361331,MANUFACTURING,Marmara Region,18075,152279,0
2010,RATI6621JYV,38510,6,,MANUFACTURING,Marmara Region,588454,1401575,3
2011,RATI3800AWL,33973,75,131092,SERVICES,Aegean Region,181775,1403715,0
2014,RATI2145YPE,33611,8,153453,RETAIL-WHOLESALE,Aegean Region,1772904,6578804,0
2015,RATI3427XXH,34902,11,,MANUFACTURING,Marmara Region,411837,1988320,3
2016,RATI6932ACD,37726,7,86236,OTHERS,Marmara Region,1407710,1630495,0
2012,RATI3004TVZ,36965,3,,RETAIL-WHOLESALE,Marmara Region,167627,1035206,3
2014,RATI5303MNE,38985,1,,RETAIL-WHOLESALE,Central Anatolia Region,16562,173087,3
2012,RATI2635HHD,39664,22,789401,OTHERS,,49819,85471,0
2013,RATI1315OQE,38163,26,628933,RETAIL-WHOLESALE,Marmara Region,148743,2713981,1
2011,RATI6086XPB,36171,67,49865,MANUFACTURING,,746180,1055538,0
2015,RATI4485XLN,38585,13,35916,MANUFACTURING,Marmara Region,695523,2783660,1
2013,RATI4525YWJ,35413,21,,RETAIL-WHOLESALE,Marmara Region,6721,618618,3
2013,RATI7161XEZ,35472,12,57342,RETAIL-WHOLESALE,Mediterranean Region,1040712,2893495,0
2010,RATI1882IAP,33847,4,90230,MANUFACTURING,Marmara Region,117511,163091,0
2017,RATI6188JCI,41650,3,255312,OTHERS,Black Sea Region,326466,560624,0
2010,RATI2397HUA,31398,6,,MANUFACTURING,Marmara Region,201600,386209,3
2017,RATI4713OIW,34357,10,383377,OTHERS,Mediterranean Region,172734,409374,0
2015,RATI9880XRB,39327,3,23563,MANUFACTURING,Marmara Region,476204,1509024,0
2016,RATI8091CAU,33975,3,-7435,RETAIL-WHOLESALE,Mediterranean Region,630481,1837290,0
2013,RATI4405LJE,35433,1,,RETAIL-WHOLESALE,Black Sea Region,118054,348711,3
2015,RATI9971FUE,34832,22,87283,RETAIL-WHOLESALE,Marmara Region,674508,2921218,0
2014,RATI1744GHE,35069,2,3026,RETAIL-WHOLESALE,Marmara Region,495475,817375,0
2012,RATI1212BUC,39086,6,46629,RETAIL-WHOLESALE,Aegean Region,347911,1423331,0
2014,RATI3434ZRV,40541,1,14275,SERVICES,Southeastern Anatolia Region,409885,942470,0
2015,RATI9951UYB,34359,7,36972,RETAIL-WHOLESALE,Mediterranean Region,924568,3074577,0
2012,RATI5683VUM,37280,5,,MANUFACTURING,Marmara Region,629259,719702,3
2012,RATI7921UFU,34731,8,,MANUFACTURING,Mediterranean Region,43320,243963,3
2013,RATI1339MGC,36897,7,40424,RETAIL-WHOLESALE,Marmara Region,2010525,6424249,0
2014,RATI1672YSE,40156,2,29439,RETAIL-WHOLESALE,Marmara Region,241505,760790,0
2011,RATI1949WZE,37776,7,,MANUFACTURING,,274540,837692,3
2015,RATI3476YTC,36367,5,36632,RETAIL-WHOLESALE,Central Anatolia Region,4484682,10961651,1
2011,RATI6064FTB,39113,4,,RETAIL-WHOLESALE,Marmara Region,105634,299262,3
2017,RATI3530DHX,37898,7,-162292,RETAIL-WHOLESALE,Mediterranean Region,2395719,10512098,1
2012,RATI1637FVB,39219,9,,OTHERS,Black Sea Region,25482,75359,3
2016,RATI4514ORW,35097,14,,MANUFACTURING,Black Sea Region,1175993,2007565,3
2011,RATI1298CQG,28111,40,-17548,MANUFACTURING,Marmara Region,346581,1171526,0
2016,RATI5859LGQ,32585,7,41375,RETAIL-WHOLESALE,Marmara Region,1309169,2996368,0
2014,RATI6378YVS,40606,17,-124439,MANUFACTURING,Marmara Region,13574,86559,0
2012,RATI8258ENI,34300,7,,RETAIL-WHOLESALE,Mediterranean Region,130333,615527,3
2014,RATI8049PYB,38378,3,,RETAIL-WHOLESALE,Central Anatolia Region,268008,1826017,3
2017,RATI8163YKL,35378,24,-29092,OTHERS,Mediterranean Region,227342,620472,0
2016,RATI2444YUL,40379,2,,MANUFACTURING,Marmara Region,2432,86475,3
2017,RATI6705LEJ,34323,14,-32252,MANUFACTURING,Marmara Region,371622,1105880,0
2013,RATI1273CTC,34728,5,24671,RETAIL-WHOLESALE,Marmara Region,95907,355805,1
2017,RATI5364TCE,33971,2,122765,OTHERS,,681198,1040209,0
2013,RATI5668KYK,35440,22,80924,MANUFACTURING,Aegean Region,272467,338769,0
2010,RATI4343UYF,35363,,70569,OTHERS,Marmara Region,56525,993453,0
2015,RATI7479AUL,40690,2,-23185,OTHERS,Marmara Region,166786,2511457,0
2014,RATI2975FYL,30794,30,97301,RETAIL-WHOLESALE,Marmara Region,662665,4328864,0
2012,RATI2341YQU,40541,,-152,RETAIL-WHOLESALE,Mediterranean Region,443252,1003048,0
2014,RATI5812ISZ,37455,20,,MANUFACTURING,Marmara Region,5284,117506,3
2017,RATI3211MBG,40927,8,74459,RETAIL-WHOLESALE,Marmara Region,83991,299619,0
2012,RATI2272VIT,38006,6,,RETAIL-WHOLESALE,Southeastern Anatolia Region,14977,546723,3
2013,RATI7019UNA,40596,3,469242,SERVICES,Aegean Region,1350172,5271787,1
2016,RATI5890ZHR,35158,5,-25383,MANUFACTURING,Marmara Region,26877,706330,0
2012,RATI5766SGK,38477,4,74536,OTHERS,Marmara Region,,,0
2011,RATI8127GUG,33517,46,146769,OTHERS,Central Anatolia Region,621127,818497,0
2015,RATI2718PEY,41377,2,28336,MANUFACTURING,Mediterranean Region,1077002,4819820,0
2012,RATI9498RPH,38075,7,,SERVICES,Black Sea Region,423430,1959039,3
2016,RATI8392EFE,34598,5,32713,RETAIL-WHOLESALE,Marmara Region,572749,1162013,0
2017,RATI4863VCW,41283,6,39122,RETAIL-WHOLESALE,Marmara Region,3001100,4403159,0
2014,RATI7527HLH,35434,23,15371,MANUFACTURING,Marmara Region,321591,1765138,0
2014,RATI9401FGH,38723,10,14218,RETAIL-WHOLESALE,Marmara Region,256720,565279,0
2012,RATI8932EZS,39792,3,62219,RETAIL-WHOLESALE,Southeastern Anatolia Region,140620,163714,0
2016,RATI3091GZC,33612,2,,RETAIL-WHOLESALE,Marmara Region,57965,87329,3
2014,RATI3182QCV,40339,6,12325,OTHERS,Marmara Region,1134428,1289941,0
2015,RATI6832BZY,35826,5,,RETAIL-WHOLESALE,Marmara Region,55282,417508,3
2013,RATI5246JSA,37626,10,,RETAIL-WHOLESALE,Aegean Region,2399021,4091256,3
2015,RATI3638WGK,39286,1,51776,RETAIL-WHOLESALE,Marmara Region,286229,2257849,0
2015,RATI9759CEI,35914,4,27979,RETAIL-WHOLESALE,Marmara Region,1167935,2122680,0
2016,RATI4598HZE,39730,4,27171,OTHERS,Marmara Region,16663,92347,0
2017,RATI9081ZBJ,41814,5,28217,RETAIL-WHOLESALE,Mediterranean Region,197155,203225,0
2014,RATI2805VEZ,38346,30,7902,RETAIL-WHOLESALE,Aegean Region,1880063,5517989,0
2017,RATI5796DHS,35774,3,,RETAIL-WHOLESALE,Marmara Region,88403,309882,3
2014,RATI3638CUE,37628,33,51857,SERVICES,Marmara Region,1413810,3932039,0
2010,RATI1409JPV,35437,10,127430,SERVICES,Aegean Region,760732,1451146,0
2011,RATI4953HMN,38661,3,207743,OTHERS,Aegean Region,185378,205414,0
2014,RATI1269SEZ,33453,14,,RETAIL-WHOLESALE,Aegean Region,96054,253004,3
2016,RATI8685VOU,40319,2,,RETAIL-WHOLESALE,Mediterranean Region,17711,60276,3
2011,RATI4841LLF,35374,6,46026,RETAIL-WHOLESALE,Aegean Region,368280,2220525,0
2011,RATI3410EHA,35777,11,,MANUFACTURING,Central Anatolia Region,191117,430285,3
2012,RATI1629KNA,37613,5,536846,SERVICES,,453953,750855,0
2015,RATI3776ZCY,34719,8,151202,RETAIL-WHOLESALE,Central Anatolia Region,2349293,6113174,1
2016,RATI7889ZSZ,40754,5,,MANUFACTURING,Marmara Region,,,3
2012,RATI1944UXL,39050,5,79449,RETAIL-WHOLESALE,Marmara Region,417132,951635,0
2013,RATI8393CUL,40348,16,-58983,OTHERS,Marmara Region,517877,4117661,0
2016,RATI8021MEQ,38047,1,,RETAIL-WHOLESALE,Black Sea Region,353610,914129,3
2015,RATI7657PYB,32536,16,46307,MANUFACTURING,Marmara Region,22387,822395,0
2010,RATI3877AIQ,38734,5,,RETAIL-WHOLESALE,Marmara Region,925790,1951984,3
2012,RATI3723SSI,35820,16,89524,RETAIL-WHOLESALE,Central Anatolia Region,328747,567737,0
2013,RATI5465QUN,34190,13,-947698,RETAIL-WHOLESALE,Central Anatolia Region,1102312,4942009,1
2011,RATI8758LIS,37988,8,-45044,RETAIL-WHOLESALE,Aegean Region,17928,497749,0
2013,RATI4454XYI,30370,9,-768127,RETAIL-WHOLESALE,Aegean Region,561730,1442589,0
2016,RATI2761AMU,40173,3,2110,OTHERS,Southeastern Anatolia Region,2086971,4667298,0
2015,RATI1851QVT,35496,196,7834,RETAIL-WHOLESALE,Marmara Region,304780,4734517,0
2010,RATI1726HUE,38258,,24897,RETAIL-WHOLESALE,,695381,1008359,1
2015,RATI9097AVR,38795,1,15912,RETAIL-WHOLESALE,Central Anatolia Region,564073,953874,0
2013,RATI9980ZNX,36855,10,22255,RETAIL-WHOLESALE,Marmara Region,145985,1012214,0
2015,RATI8001SHV,35996,7,83826,RETAIL-WHOLESALE,Marmara Region,2888331,4397687,0
2013,RATI4908SQM,37603,4,-129761,MANUFACTURING,Marmara Region,702089,874417,0
2014,RATI1211CUK,39027,25,31596,OTHERS,Aegean Region,1243248,3310616,0
2014,RATI3628KBK,39451,3,,OTHERS,Marmara Region,45433,135119,3
2016,RATI8130WFZ,40773,2,559572,OTHERS,Central Anatolia Region,222834,253761,0
2014,RATI1465JQF,39011,17,291228,RETAIL-WHOLESALE,,244173,616939,0
2015,RATI8515EKJ,37996,11,39483,RETAIL-WHOLESALE,Marmara Region,126540,557368,0
2016,RATI4589DXW,38930,2,100122,RETAIL-WHOLESALE,Aegean Region,66900,430471,0
2010,RATI8349XOK,34875,24,-15260,MANUFACTURING,Marmara Region,858727,1155563,0
2017,RATI7257BCX,35679,8,22097,OTHERS,Marmara Region,418087,3772877,0
2016,RATI5393SCS,40548,5,24229,OTHERS,Marmara Region,87304,188086,0
2017,RATI4726DJT,32960,23,,SERVICES,Aegean Region,3219600,5390789,3
2016,RATI8302JVW,35801,15,,RETAIL-WHOLESALE,Mediterranean Region,847543,1794561,3
2012,RATI1450DEG,31213,7,,SERVICES,Aegean Region,50846,131837,3
2011,RATI5279WIW,38795,44,,RETAIL-WHOLESALE,Central Anatolia Region,483673,950000,3
2013,RATI8349XOK,34877,26,,MANUFACTURING,Marmara Region,187334,524193,3
2014,RATI4907TLM,34006,42,556654,OTHERS,Marmara Region,596165,2008019,0
2013,RATI8709EVW,39851,21,,MANUFACTURING,Marmara Region,76916,241251,3
2013,RATI9499HPZ,33332,8,233443,RETAIL-WHOLESALE,,3114883,5552198,1
2016,RATI8400MYU,41674,3,22482,RETAIL-WHOLESALE,Marmara Region,158393,436944,0
